title,year_text,price,mileage,Գին_USD,Տարեթիվ,Վազք,Մակնիշ,Մեքենայի_տարիք
Kia Sportage,2021,$ 18 500,16000 կմ,18500.0,2021.0,16000.0,Kia,4.0
Mazda CX5,2022,$ 34 500,11500 մղոն,34500.0,2022.0,11500.0,Mazda,3.0
Toyota Camry,2021,$ 25 500,16000 մղոն,25500.0,2021.0,16000.0,Toyota,4.0
Mercedes-Benz GLE 43 AMG,2018,$ 60 000,90000 կմ,60000.0,2018.0,90000.0,Mercedes-Benz,7.0
Nissan Rogue,2019,$ 17 900,67000 կմ,17900.0,2019.0,67000.0,Nissan,6.0
Hyundai Elantra,2021,$ 14 700,116000 կմ,14700.0,2021.0,116000.0,Hyundai,4.0
BYD Tang,2024,$ 38 000,24000 կմ,38000.0,2024.0,24000.0,BYD,1.0
Renault Sandero,2021,֏ 4 800 000,48000 կմ,12000.0,2021.0,48000.0,Renault,4.0
Mercedes-Benz E 280,2005,$ 9 500,147000 կմ,9500.0,2005.0,147000.0,Mercedes-Benz,20.0
Mercedes-Benz E 350,2010,$ 12 800,187000 կմ,12800.0,2010.0,187000.0,Mercedes-Benz,15.0
Chevrolet Volt,2017,$ 12 000,137000 կմ,12000.0,2017.0,137000.0,Chevrolet,8.0
Ford Mustang,2022,$ 26 500,54000 կմ,26500.0,2022.0,54000.0,Ford,3.0
Lixiang Li L7,2025,$ 59 500,56 կմ,59500.0,2025.0,56.0,Lixiang,0.0
Hongqi E-QM5,2025,$ 19 300,68 կմ,19300.0,2025.0,68.0,Hongqi,0.0
Mazda 6,2018,$ 17 700,90000 կմ,17700.0,2018.0,90000.0,Mazda,7.0
BMW 325,2006,$ 6 600,120000 կմ,6600.0,2006.0,120000.0,BMW,19.0
Mercedes-Benz ML 350,2007,$ 12 000,310000 կմ,12000.0,2007.0,310000.0,Mercedes-Benz,18.0
Jeep Wrangler,2022,$ 77 000,26000 կմ,77000.0,2022.0,26000.0,Jeep,3.0
Toyota Corolla,2017,$ 19 700,60000 կմ,19700.0,2017.0,60000.0,Toyota,8.0
Toyota Rav 4,2017,$ 23 550,73000 կմ,23550.0,2017.0,73000.0,Toyota,8.0
Porsche 911,2023,$ 250 000,9200 կմ,250000.0,2023.0,9200.0,Porsche,2.0
Land Rover Range Rover Sport,2024,$ 300 000,8500 կմ,300000.0,2024.0,8500.0,Land,1.0
Mercedes-Benz S 580 Maybach,2016,$ 60 000,156000 կմ,60000.0,2016.0,156000.0,Mercedes-Benz,9.0
Nissan Altima,2011,֏ 1 200 000,232000 մղոն,3000.0,2011.0,232000.0,Nissan,14.0
Infiniti FX35,2003,֏ 1 300 000,200000 կմ,3250.0,2003.0,200000.0,Infiniti,22.0
Mercedes-Benz E 200,1996,֏ 980 000,300000 կմ,2450.0,1996.0,300000.0,Mercedes-Benz,29.0
Jeep Cherokee,2018,֏ 5 700 000,116000 կմ,14250.0,2018.0,116000.0,Jeep,7.0
Mercedes-Benz E 350,2007,֏ 2 400 000,327000 կմ,6000.0,2007.0,327000.0,Mercedes-Benz,18.0
Hyundai Sonata,2019,֏ 4 300 000,56000 մղոն,10750.0,2019.0,56000.0,Hyundai,6.0
Nissan Juke,2011,֏ 2 500 000,87000 մղոն,6250.0,2011.0,87000.0,Nissan,14.0
Nissan Altima,2012,֏ 2 200 000,210000 մղոն,5500.0,2012.0,210000.0,Nissan,13.0
Honda CR-V,2004,֏ 1 750 000,240000 մղոն,4375.0,2004.0,240000.0,Honda,21.0
Mercedes-Benz GLE 43 AMG,2017,֏ 19 500 000,127000 կմ,48750.0,2017.0,127000.0,Mercedes-Benz,8.0
Jaguar XJ,2011,֏ 3 900 000,217850 կմ,9750.0,2011.0,217850.0,Jaguar,14.0
Nissan Teana,2006,֏ 980 000,343000 կմ,2450.0,2006.0,343000.0,Nissan,19.0
Mercedes-Benz E 240,2001,֏ 1 000 000,200000 կմ,2500.0,2001.0,200000.0,Mercedes-Benz,24.0
Opel Vectra B,1999,֏ 500 000,300000 կմ,1250.0,1999.0,300000.0,Opel,26.0
Hyundai Tucson,2011,֏ 3 700 000,168000 մղոն,9250.0,2011.0,168000.0,Hyundai,14.0
Nissan Sentra,2017,֏ 3 100 000,225000 կմ,7750.0,2017.0,225000.0,Nissan,8.0
Ford Explorer,2005,֏ 2 700 000,312000 կմ,6750.0,2005.0,312000.0,Ford,20.0
BMW 730,2002,֏ 1 700 000,169000 կմ,4250.0,2002.0,169000.0,BMW,23.0
Mercedes-Benz B 170,2007,֏ 1 850 000,175000 կմ,4625.0,2007.0,175000.0,Mercedes-Benz,18.0
Volkswagen Touareg,2007,֏ 3 300 000,188000 կմ,8250.0,2007.0,188000.0,Volkswagen,18.0
Ford Focus,2011,֏ 200 000,200000 կմ,500.0,2011.0,200000.0,Ford,14.0
Mazda 6,2018,֏ 4 800 000,112000 մղոն,12000.0,2018.0,112000.0,Mazda,7.0
Toyota Camry,2015,֏ 4 350 000,110000 մղոն,10875.0,2015.0,110000.0,Toyota,10.0
Nissan March,2010,֏ 1 550 000,230000 կմ,3875.0,2010.0,230000.0,Nissan,15.0
Chrysler 300 C,2005,֏ 1 530 000,227000 մղոն,3825.0,2005.0,227000.0,Chrysler,20.0
Volkswagen Touareg,2005,֏ 2 360 000,298000 կմ,5900.0,2005.0,298000.0,Volkswagen,20.0
BMW 528,1998,֏ 1 250 000,320000 կմ,3125.0,1998.0,320000.0,BMW,27.0
Mercedes-Benz C 240,2002,֏ 1 300 000,451000 կմ,3250.0,2002.0,451000.0,Mercedes-Benz,23.0
Land Rover Discovery Sport,2019,$ 28 000,23000 կմ,28000.0,2019.0,23000.0,Land,6.0
Nissan Tiida,2005,֏ 900 000,394000 կմ,2250.0,2005.0,394000.0,Nissan,20.0
Mercedes-Benz E 300,2018,֏ 9 500 000,81000 կմ,23750.0,2018.0,81000.0,Mercedes-Benz,7.0
Dodge Journey,2019,$ 12 700,120000 մղոն,12700.0,2019.0,120000.0,Dodge,6.0
Mercedes-Benz S 320,1994,֏ 960 000,180000 մղոն,2400.0,1994.0,180000.0,Mercedes-Benz,31.0
Kia Optima,2017,֏ 3 300 000,134000 մղոն,8250.0,2017.0,134000.0,Kia,8.0
BMW 750,2005,֏ 2 600 000,320000 կմ,6500.0,2005.0,320000.0,BMW,20.0
Mercedes-Benz S 500,2007,$ 12 000,260000 կմ,12000.0,2007.0,260000.0,Mercedes-Benz,18.0
Toyota Belta,2007,֏ 1 450 000,298000 կմ,3625.0,2007.0,298000.0,Toyota,18.0
VAZ (Lada) 2107,2011,֏ 1 100 000,60000 կմ,2750.0,2011.0,60000.0,VAZ,14.0
Nissan Sentra,2017,$ 8 300,76600 կմ,8300.0,2017.0,76600.0,Nissan,8.0
Chevrolet Equinox,2022,$ 15 700,40 կմ,15700.0,2022.0,40.0,Chevrolet,3.0
Mazda CX5,2020,$ 20 500,14189 կմ,20500.0,2020.0,14189.0,Mazda,5.0
Chevrolet Bolt EV,2017,$ 12 200,320 կմ,12200.0,2017.0,320.0,Chevrolet,8.0
Nissan X-Trail,2001,$ 7 200,200 կմ,7200.0,2001.0,200.0,Nissan,24.0
Nissan Rogue,2017,$ 11 500,126000 կմ,11500.0,2017.0,126000.0,Nissan,8.0
Chevrolet Volt,2016,$ 12 800,160 կմ,12800.0,2016.0,160.0,Chevrolet,9.0
Nissan Rogue,2020,$ 20 000,13600 կմ,20000.0,2020.0,13600.0,Nissan,5.0
Honda Accord,2021,$ 20 000,35000 կմ,20000.0,2021.0,35000.0,Honda,4.0
Mercedes-Benz C 200,2001,$ 5 900,272455 կմ,5900.0,2001.0,272455.0,Mercedes-Benz,24.0
Lexus RX 350,2015,$ 29 900,126000 մղոն,29900.0,2015.0,126000.0,Lexus,10.0
Jeep Compass,2021,$ 14 600,77000 կմ,14600.0,2021.0,77000.0,Jeep,4.0
Nissan Kicks,2021,$ 8 650,69000 կմ,8650.0,2021.0,69000.0,Nissan,4.0
Kia Forte,2020,$ 9 250,82000 կմ,9250.0,2020.0,82000.0,Kia,5.0
Kia Forte,2022,$ 16 600,75000 կմ,16600.0,2022.0,75000.0,Kia,3.0
Suzuki Grand Vitara,2006,$ 8 000,139000 մղոն,8000.0,2006.0,139000.0,Suzuki,19.0
Nissan Teana,2005,֏ 2 200 000,235000 կմ,5500.0,2005.0,235000.0,Nissan,20.0
Geely Geometry C,2023,֏ 7 900 000,20 կմ,19750.0,2023.0,20.0,Geely,2.0
Geely Monjaro,2025,֏ 16 200 000,20 կմ,40500.0,2025.0,20.0,Geely,0.0
Geely EX5,2025,֏ 11 300 000,10 կմ,28250.0,2025.0,10.0,Geely,0.0
Geely Coolray,2025,֏ 9 975 000,10 կմ,24937.5,2025.0,10.0,Geely,0.0
Tesla Model S,2022,$ 41 900,39000 կմ,41900.0,2022.0,39000.0,Tesla,3.0
Riddara RD6,2024,֏ 16 900 000,10 կմ,42250.0,2024.0,10.0,Riddara,1.0
Geely Geome,2025,֏ 6 500 000,10 կմ,16250.0,2025.0,10.0,Geely,0.0
Geely Emgrand,2025,֏ 8 200 000,10 կմ,20500.0,2025.0,10.0,Geely,0.0
Lexus RX 350,2016,$ 34 000,178000 կմ,34000.0,2016.0,178000.0,Lexus,9.0
Mitsubishi Grandis,2003,$ 9 300,160000 կմ,9300.0,2003.0,160000.0,Mitsubishi,22.0
Toyota Land Cruiser Prado,2006,$ 20 000,270000 կմ,20000.0,2006.0,270000.0,Toyota,19.0
BYD Yuan Up,2024,$ 21 800,401 կմ,21800.0,2024.0,401.0,BYD,1.0
Hyundai Elantra,2017,$ 12 800,69000 կմ,12800.0,2017.0,69000.0,Hyundai,8.0
Mercedes-Benz G 63 AMG,2019,$ 180 000,50000 կմ,180000.0,2019.0,50000.0,Mercedes-Benz,6.0
Mazda 6,2019,$ 14 500,87000 կմ,14500.0,2019.0,87000.0,Mazda,6.0
Mercedes-Benz E 350,2014,$ 16 000,186000 կմ,16000.0,2014.0,186000.0,Mercedes-Benz,11.0
Porsche Panamera,2010,$ 14 000,192000 կմ,14000.0,2010.0,192000.0,Porsche,15.0
Mercedes-Benz EQS SUV,2023,$ 54 000,31000 կմ,54000.0,2023.0,31000.0,Mercedes-Benz,2.0
BMW 650,2015,$ 36 500,119000 կմ,36500.0,2015.0,119000.0,BMW,10.0
Toyota Bz3,2024,$ 21 500,18500 կմ,21500.0,2024.0,18500.0,Toyota,1.0
Kia Forte,2021,$ 16 000,70000 մղոն,16000.0,2021.0,70000.0,Kia,4.0
Mercedes-Benz GLE 350,2017,$ 35 000,57000 կմ,35000.0,2017.0,57000.0,Mercedes-Benz,8.0
Chrysler PT Cruiser,2002,$ 2 000,167000 կմ,2000.0,2002.0,167000.0,Chrysler,23.0
Kia Forte,2018,$ 9 950,72000 մղոն,9950.0,2018.0,72000.0,Kia,7.0
Nissan Tiida,2008,$ 5 500,106000 կմ,5500.0,2008.0,106000.0,Nissan,17.0
Infiniti FX35,2010,$ 14 000,163000 մղոն,14000.0,2010.0,163000.0,Infiniti,15.0
Mitsubishi Pajero,2009,$ 18 000,137000 կմ,18000.0,2009.0,137000.0,Mitsubishi,16.0
Kia K5,2021,$ 20 000,100000 կմ,20000.0,2021.0,100000.0,Kia,4.0
Chevrolet Equinox,2019,$ 14 000,140000 մղոն,14000.0,2019.0,140000.0,Chevrolet,6.0
Kia Sportage,2018,$ 15 200,112000 կմ,15200.0,2018.0,112000.0,Kia,7.0
Renault Duster,2018,$ 8 800,133000 կմ,8800.0,2018.0,133000.0,Renault,7.0
Mercedes-Benz S 420,1995,$ 22 900,80000 կմ,22900.0,1995.0,80000.0,Mercedes-Benz,30.0
Mazda CX5,2019,$ 19 700,55000 կմ,19700.0,2019.0,55000.0,Mazda,6.0
Toyota C-HR,2019,$ 17 500,120000 կմ,17500.0,2019.0,120000.0,Toyota,6.0
Acura TLX,2021,$ 32 000,50000 կմ,32000.0,2021.0,50000.0,Acura,4.0
Mercedes-Benz GLE 43 AMG,2015,$ 47 000,126000 կմ,47000.0,2015.0,126000.0,Mercedes-Benz,10.0
Hyundai Elantra,2020,$ 8 650,125000 կմ,8650.0,2020.0,125000.0,Hyundai,5.0
Nissan Rogue,2018,$ 13 000,190000 կմ,13000.0,2018.0,190000.0,Nissan,7.0
Opel Zafira,2001,$ 3 700,200000 կմ,3700.0,2001.0,200000.0,Opel,24.0
Hyundai Elantra,2020,$ 9 400,80 կմ,9400.0,2020.0,80.0,Hyundai,5.0
Bentley Bentayga,2023,$ 270 000,18000 կմ,270000.0,2023.0,18000.0,Bentley,2.0
Mercedes-Benz G 63 AMG,2019,$ 150 000,89000 կմ,150000.0,2019.0,89000.0,Mercedes-Benz,6.0
Mercedes-Benz E 43 AMG,2017,$ 35 000,75000 կմ,35000.0,2017.0,75000.0,Mercedes-Benz,8.0
Mercedes-Benz E 43 AMG,2018,$ 35 000,99000 կմ,35000.0,2018.0,99000.0,Mercedes-Benz,7.0
BMW 540,2018,$ 33 000,82000 կմ,33000.0,2018.0,82000.0,BMW,7.0
BMW 530,2021,$ 40 000,81000 կմ,40000.0,2021.0,81000.0,BMW,4.0
BMW 840,2019,$ 65 000,72000 կմ,65000.0,2019.0,72000.0,BMW,6.0
Mercedes-Benz E 53 AMG,2022,$ 80 000,34500 կմ,80000.0,2022.0,34500.0,Mercedes-Benz,3.0
Mercedes-Benz EQE SUV,2024,$ 59 500,11000 մղոն,59500.0,2024.0,11000.0,Mercedes-Benz,1.0
Toyota Highlander,2020,$ 35 000,45000 կմ,35000.0,2020.0,45000.0,Toyota,5.0
Chevrolet Blazer,2024,$ 32 000,900 կմ,32000.0,2024.0,900.0,Chevrolet,1.0
Toyota Camry,2011,$ 8 500,170000 կմ,8500.0,2011.0,170000.0,Toyota,14.0
Ford Fusion,2017,$ 10 300,194000 կմ,10300.0,2017.0,194000.0,Ford,8.0
Land Rover Range Rover,2008,$ 14 500,240000 կմ,14500.0,2008.0,240000.0,Land,17.0
Mercedes-Benz C-Class,2016,$ 22 500,100000 կմ,22500.0,2016.0,100000.0,Mercedes-Benz,9.0
Lexus GX 470,2007,$ 21 900,120000 մղոն,21900.0,2007.0,120000.0,Lexus,18.0
Mercedes-Benz GLK 350,2010,$ 12 000,200000 կմ,12000.0,2010.0,200000.0,Mercedes-Benz,15.0
Chevrolet Volt,2015,$ 7 900,190000 մղոն,7900.0,2015.0,190000.0,Chevrolet,10.0
BMW 750,2006,$ 10 000,250000 կմ,10000.0,2006.0,250000.0,BMW,19.0
Lexus ES 300,2020,$ 39 000,65000 կմ,39000.0,2020.0,65000.0,Lexus,5.0
Polestar 2,2023,$ 19 500,120000 կմ,19500.0,2023.0,120000.0,Polestar,2.0
Mercedes-Benz E 350,2008,$ 9 800,250000 կմ,9800.0,2008.0,250000.0,Mercedes-Benz,17.0
BMW X5,2021,$ 57 000,29000 կմ,57000.0,2021.0,29000.0,BMW,4.0
Nissan Juke,2016,֏ 5 200 000,64000 մղոն,13000.0,2016.0,64000.0,Nissan,9.0
Volkswagen ID.4,2022,$ 26 500,10200 կմ,26500.0,2022.0,10200.0,Volkswagen,3.0
Nissan Rogue,2020,$ 14 500,139000 կմ,14500.0,2020.0,139000.0,Nissan,5.0
VAZ (Lada) NIVA Legend,2024,$ 16 000,16800 կմ,16000.0,2024.0,16800.0,VAZ,1.0
Toyota Camry,2019,$ 18 300,76000 կմ,18300.0,2019.0,76000.0,Toyota,6.0
Volkswagen Passat,2013,$ 11 600,181855 կմ,11600.0,2013.0,181855.0,Volkswagen,12.0
Lexus NX 300h,2021,$ 35 500,68000 կմ,35500.0,2021.0,68000.0,Lexus,4.0
Hyundai Elantra,2018,$ 11 500,74000 մղոն,11500.0,2018.0,74000.0,Hyundai,7.0
Mazda CX5,2022,$ 33 800,15900 կմ,33800.0,2022.0,15900.0,Mazda,3.0
Mercedes-Benz C 230,2006,$ 6 800,263000 կմ,6800.0,2006.0,263000.0,Mercedes-Benz,19.0
VAZ (Lada) 2121 NIVA (4x4),2007,$ 5 000,80000 կմ,5000.0,2007.0,80000.0,VAZ,18.0
Tesla Model X,2016,$ 22 000,100000 կմ,22000.0,2016.0,100000.0,Tesla,9.0
Tesla Model X,2018,$ 22 000,80000 կմ,22000.0,2018.0,80000.0,Tesla,7.0
Tesla Model X,2016,$ 21 000,183000 կմ,21000.0,2016.0,183000.0,Tesla,9.0
Kia Forte,2013,$ 8 200,90000 մղոն,8200.0,2013.0,90000.0,Kia,12.0
Mercedes-Benz 200,2020,$ 38 500,65000 կմ,38500.0,2020.0,65000.0,Mercedes-Benz,5.0
Mitsubishi Pajero,2008,$ 16 500,310000 կմ,16500.0,2008.0,310000.0,Mitsubishi,17.0
Nissan Sentra,2019,$ 10 200,133000 կմ,10200.0,2019.0,133000.0,Nissan,6.0
Tesla Model 3,2023,$ 18 500,15000 մղոն,18500.0,2023.0,15000.0,Tesla,2.0
Mercedes-Benz V 300,2021,$ 64 000,68000 կմ,64000.0,2021.0,68000.0,Mercedes-Benz,4.0
Land Rover Range Rover,2008,$ 15 700,240000 կմ,15700.0,2008.0,240000.0,Land,17.0
Kia Optima,2009,$ 2 500,160000 մղոն,2500.0,2009.0,160000.0,Kia,16.0
VAZ (Lada) NIVA Legend,2026,$ 21 000,10 կմ,21000.0,2026.0,10.0,VAZ,-1.0
BMW 330,2018,$ 22 000,103000 կմ,22000.0,2018.0,103000.0,BMW,7.0
VAZ (Lada) NIVA Legend,2020,֏ 3 900 000,77500 կմ,9750.0,2020.0,77500.0,VAZ,5.0
BMW X6,2018,$ 29 000,93000 մղոն,29000.0,2018.0,93000.0,BMW,7.0
Mercedes-Benz GLA 250,2018,$ 18 000,45000 մղոն,18000.0,2018.0,45000.0,Mercedes-Benz,7.0
Toyota Camry,2021,$ 30 000,64000 կմ,30000.0,2021.0,64000.0,Toyota,4.0
Nissan Rogue,2022,$ 22 900,51000 կմ,22900.0,2022.0,51000.0,Nissan,3.0
Jeep Grand Cherokee,2021,$ 30 000,49000 կմ,30000.0,2021.0,49000.0,Jeep,4.0
Mercedes-Benz E 350,2006,$ 7 000,250000 կմ,7000.0,2006.0,250000.0,Mercedes-Benz,19.0
Chevrolet Volt,2013,$ 8 300,265000 կմ,8300.0,2013.0,265000.0,Chevrolet,12.0
BYD Yuan Up,2025,$ 19 600,30 կմ,19600.0,2025.0,30.0,BYD,0.0
Toyota Corolla,2009,$ 9 500,190000 կմ,9500.0,2009.0,190000.0,Toyota,16.0
Kia Stinger,2018,$ 21 700,115000 կմ,21700.0,2018.0,115000.0,Kia,7.0
BMW X5,2006,$ 10 300,230000 կմ,10300.0,2006.0,230000.0,BMW,19.0
BMW X3,2019,$ 26 000,80000 կմ,26000.0,2019.0,80000.0,BMW,6.0
Mercedes-Benz E 500,2004,$ 9 000,408000 կմ,9000.0,2004.0,408000.0,Mercedes-Benz,21.0
Toyota Camry,2021,$ 27 000,42000 կմ,27000.0,2021.0,42000.0,Toyota,4.0
Hyundai Elantra,2022,$ 18 500,81000 կմ,18500.0,2022.0,81000.0,Hyundai,3.0
Toyota Camry,2011,$ 10 500,160000 մղոն,10500.0,2011.0,160000.0,Toyota,14.0
Opel Vectra,2005,$ 5 200,315000 կմ,5200.0,2005.0,315000.0,Opel,20.0
Mercedes-Benz S 550,2006,$ 14 000,150000 կմ,14000.0,2006.0,150000.0,Mercedes-Benz,19.0
Dodge Charger,2020,$ 21 500,126000 կմ,21500.0,2020.0,126000.0,Dodge,5.0
Tesla Model 3,2021,$ 16 900,70 կմ,16900.0,2021.0,70.0,Tesla,4.0
Lexus GX 550,2025,$ 132 000,1800 կմ,132000.0,2025.0,1800.0,Lexus,0.0
Mercedes-Benz E 350,2013,$ 16 000,239998 կմ,16000.0,2013.0,239998.0,Mercedes-Benz,12.0
Hyundai Santa Cruz,2022,$ 7 898,17441 մղոն,7898.0,2022.0,17441.0,Hyundai,3.0
Hyundai Santa Cruz,2022,$ 8 400,14671 մղոն,8400.0,2022.0,14671.0,Hyundai,3.0
Hyundai Santa Cruz,2022,$ 8 500,15386 մղոն,8500.0,2022.0,15386.0,Hyundai,3.0
Hyundai Santa Cruz,2022,$ 8 199,25672 մղոն,8199.0,2022.0,25672.0,Hyundai,3.0
BMW X3,2020,$ 14 300,28329 մղոն,14300.0,2020.0,28329.0,BMW,5.0
BMW X3,2019,$ 12 600,53775 մղոն,12600.0,2019.0,53775.0,BMW,6.0
BMW X3,2019,$ 12 400,43097 մղոն,12400.0,2019.0,43097.0,BMW,6.0
BMW X3,2019,$ 12 300,81648 մղոն,12300.0,2019.0,81648.0,BMW,6.0
BMW X3,2019,$ 11 600,41227 մղոն,11600.0,2019.0,41227.0,BMW,6.0
BMW X2,2021,$ 13 200,25494 մղոն,13200.0,2021.0,25494.0,BMW,4.0
BMW X2,2021,$ 12 800,22846 մղոն,12800.0,2021.0,22846.0,BMW,4.0
BMW X2,2020,$ 11 400,29783 մղոն,11400.0,2020.0,29783.0,BMW,5.0
BMW X2,2019,$ 8 900,29971 մղոն,8900.0,2019.0,29971.0,BMW,6.0
BMW X2,2019,$ 8 500,28193 մղոն,8500.0,2019.0,28193.0,BMW,6.0
BMW X1,2023,$ 17 500,6547 մղոն,17500.0,2023.0,6547.0,BMW,2.0
BMW X1,2022,$ 16 900,4879 մղոն,16900.0,2022.0,4879.0,BMW,3.0
BMW X1,2022,$ 16 300,12932 մղոն,16300.0,2022.0,12932.0,BMW,3.0
BMW X1,2022,$ 14 600,17867 մղոն,14600.0,2022.0,17867.0,BMW,3.0
Lexus GX 460,2022,$ 70 000,29000 մղոն,70000.0,2022.0,29000.0,Lexus,3.0
Volkswagen E-Golf,1999,$ 4 100,152000 կմ,4100.0,1999.0,152000.0,Volkswagen,26.0
Hyundai Sonata,2017,$ 14 500,72000 կմ,14500.0,2017.0,72000.0,Hyundai,8.0
Mercedes-Benz C 300,2017,$ 18 900,140000 կմ,18900.0,2017.0,140000.0,Mercedes-Benz,8.0
Maserati Levante,2022,$ 68 800,25000 կմ,68800.0,2022.0,25000.0,Maserati,3.0
BMW 328,2007,$ 7 300,350000 կմ,7300.0,2007.0,350000.0,BMW,18.0
Mercedes-Benz E 250,2017,$ 30 500,75000 կմ,30500.0,2017.0,75000.0,Mercedes-Benz,8.0
Kia K5,2020,$ 22 500,70000 կմ,22500.0,2020.0,70000.0,Kia,5.0
Lexus GX 470,2005,$ 21 000,155000 կմ,21000.0,2005.0,155000.0,Lexus,20.0
Mercedes-Benz S 63 AMG,2014,$ 47 000,108000 կմ,47000.0,2014.0,108000.0,Mercedes-Benz,11.0
Toyota Prius,2010,$ 9 000,290000 կմ,9000.0,2010.0,290000.0,Toyota,15.0
Infiniti QX60,2019,$ 28 000,90000 կմ,28000.0,2019.0,90000.0,Infiniti,6.0
Mercedes-Benz GLE 43 AMG,2018,$ 37 800,55000 կմ,37800.0,2018.0,55000.0,Mercedes-Benz,7.0
BMW 540,2021,$ 54 500,25000 կմ,54500.0,2021.0,25000.0,BMW,4.0
Jeep Compass,2020,$ 13 700,130000 մղոն,13700.0,2020.0,130000.0,Jeep,5.0
BMW 530,2018,$ 31 000,139000 կմ,31000.0,2018.0,139000.0,BMW,7.0
Ford Edge,2018,$ 15 500,205000 կմ,15500.0,2018.0,205000.0,Ford,7.0
Toyota Sienna,2016,$ 23 000,70000 կմ,23000.0,2016.0,70000.0,Toyota,9.0
Chevrolet Cruze,2018,$ 8 200,145000 կմ,8200.0,2018.0,145000.0,Chevrolet,7.0
Toyota Camry,2018,$ 25 000,132000 կմ,25000.0,2018.0,132000.0,Toyota,7.0
Mercedes-Benz E 280,1996,$ 4 500,200000 կմ,4500.0,1996.0,200000.0,Mercedes-Benz,29.0
Lexus GX 460,2020,$ 52 000,130 կմ,52000.0,2020.0,130.0,Lexus,5.0
Mercedes-Benz GLE 350,2018,$ 53 000,30000 կմ,53000.0,2018.0,30000.0,Mercedes-Benz,7.0
Mercedes-Benz C 180,1998,$ 5 400,244500 կմ,5400.0,1998.0,244500.0,Mercedes-Benz,27.0
Tesla Model 3,2022,$ 18 800,71993 կմ,18800.0,2022.0,71993.0,Tesla,3.0
Lixiang Li L7,2024,$ 49 000,6000 կմ,49000.0,2024.0,6000.0,Lixiang,1.0
Mercedes-Benz CLK 320,2004,$ 5 100,330000 կմ,5100.0,2004.0,330000.0,Mercedes-Benz,21.0
Mercedes-Benz ML 350,2003,$ 6 700,146000 մղոն,6700.0,2003.0,146000.0,Mercedes-Benz,22.0
Mercedes-Benz S 580,2022,$ 125 000,33000 կմ,125000.0,2022.0,33000.0,Mercedes-Benz,3.0
BMW M5,2025,€ 157 000,10 կմ,392.5,2025.0,10.0,BMW,0.0
Tesla Model 3,2022,$ 20 000,100000 կմ,20000.0,2022.0,100000.0,Tesla,3.0
Hyundai Sonata,2021,$ 27 500,62400 կմ,27500.0,2021.0,62400.0,Hyundai,4.0
Ford Fusion,2016,$ 10 700,107000 կմ,10700.0,2016.0,107000.0,Ford,9.0
Lexus NX Turbo F Sport,2021,$ 33 900,65000 կմ,33900.0,2021.0,65000.0,Lexus,4.0
Mazda 6,2019,$ 17 300,114000 մղոն,17300.0,2019.0,114000.0,Mazda,6.0
Hyundai Elantra,2012,$ 8 000,100000 մղոն,8000.0,2012.0,100000.0,Hyundai,13.0
Mercedes-Benz EQE SUV,2023,$ 55 000,24000 մղոն,55000.0,2023.0,24000.0,Mercedes-Benz,2.0
Lexus RX 350,2015,$ 27 000,180000 կմ,27000.0,2015.0,180000.0,Lexus,10.0
Hyundai Elantra,2018,$ 11 300,126929 կմ,11300.0,2018.0,126929.0,Hyundai,7.0
Kia Sorento,2019,$ 4 500,69286 մղոն,4500.0,2019.0,69286.0,Kia,6.0
Mercedes-Benz GLE 450,2024,€ 74 500,11437 կմ,186.25,2024.0,11437.0,Mercedes-Benz,1.0
Mercedes-Benz CLS 450,2023,€ 57 900,26262 կմ,144.75,2023.0,26262.0,Mercedes-Benz,2.0
Mercedes-Benz CLS 350,2023,€ 42 800,44800 կմ,107.0,2023.0,44800.0,Mercedes-Benz,2.0
Mercedes-Benz CLS 450,2023,€ 48 400,32490 կմ,121.0,2023.0,32490.0,Mercedes-Benz,2.0
Chevrolet Cruze,2018,$ 2 000,82135 մղոն,2000.0,2018.0,82135.0,Chevrolet,7.0
Mercedes-Benz S 63 AMG,2025,€ 179 500,50 կմ,448.75,2025.0,50.0,Mercedes-Benz,0.0
Mercedes-Benz E 350,2021,$ 22 500,26900 մղոն,22500.0,2021.0,26900.0,Mercedes-Benz,4.0
Mercedes-Benz GLA 180,2024,€ 33 600,10 կմ,84.0,2024.0,10.0,Mercedes-Benz,1.0
Kia Sorento,2019,$ 4 200,70735 մղոն,4200.0,2019.0,70735.0,Kia,6.0
Mercedes-Benz E 350,2021,$ 23 000,10072 կմ,23000.0,2021.0,10072.0,Mercedes-Benz,4.0
Ford Explorer,2020,$ 8 000,82984 մղոն,8000.0,2020.0,82984.0,Ford,5.0
BMW X7,2020,$ 28 000,67039 մղոն,28000.0,2020.0,67039.0,BMW,5.0
Porsche Macan,2019,$ 17 000,36341 մղոն,17000.0,2019.0,36341.0,Porsche,6.0
Ford Escape,2019,$ 3 000,61804 մղոն,3000.0,2019.0,61804.0,Ford,6.0
Nissan Sentra,2019,$ 2 200,86902 մղոն,2200.0,2019.0,86902.0,Nissan,6.0
Ford Fusion,2019,$ 3 300,85501 մղոն,3300.0,2019.0,85501.0,Ford,6.0
Hyundai Elantra,2019,$ 3 000,68621 կմ,3000.0,2019.0,68621.0,Hyundai,6.0
Hyundai Elantra,2020,$ 3 800,85299 կմ,3800.0,2020.0,85299.0,Hyundai,5.0
Hyundai Elantra,2020,$ 3 700,55436 մղոն,3700.0,2020.0,55436.0,Hyundai,5.0
